init_id,id,description,has_stock,cost,weight,cr_number,mfg
AA-32,,,,,,,
AC-32,,,,,,,
AK-32,,,,,,,
BC-32,,,,,,,
BL18773,,,,,,,
BL511-9764,,,,,,,
BL82709,,,,,,,
BL90095,,,,,,,
BS-32,,,,,,,
B715,,,,,,,
B722,,,,,,,
B723,,,,,,,
B724,,,,,,,
B725,,,,,,,
B726,,,,,,,
B727,,,,,,,
B737-2,,,,,,,
B751-4,,,,,,,
B757-2,,,,,,,
B771-2,,,,,,,
B775,,,,,,,
B787,,,,,,,
B791,,,,,,,
B805,,,,,,,
CLEAN-D1,,,,,,,
C3520802,,,,,,,
DI ADAPTER,,,,,,,
DS1-1,,,,,,,
DS1-3,,,,,,,
DS111,,,,,,,
DS2-1,,,,,,,
DS2-2,,,,,,,
DS2-3,,,,,,,
DS2-4,,,,,,,
DS2-5,,,,,,,
DS2-6,,,,,,,
DS200,,,,,,,
DS201,,,,,,,
DS222,,,,,,,
DS3-3,,,,,,,
DS3-4,,,,,,,
DS333,,,,,,,
DS4-1,,,,,,,
DS4-2,,,,,,,
DS4-3,,,,,,,
DS444,,,,,,,
DS500,,,,,,,
GS1,,,,,,,
GS1-SM,,,,,,,
GS1-1P,,,,,,,
GS1-10P,,,,,,,
GS1-2,,,,,,,
HC-32,,,,,,,
HK-32,,,,,,,
HT100,,,,,,,
H20-32,,,,,,,
IS-ADAPTER,,,,,,,
KPS,,,,,,,
LUBEFF,,,,,,,
MP57805,,,,,,,
OF-10,,,,,,,
OF10,,,,,,,
OIL15G,,,,,,,
OR-32,,,,,,,
PDS,,,,,,,
PRIMER T,,,,,,,
PS16,,,,,,,
PT1-12,,,,,,,
QS-32,,,,,,,
Q10-400G,,,,,,,
Q45-1KG,,,,,,,
Q45-500G,,,,,,,
R-4,,,,,,,
RCS9000,,,,,,,
RNGFR-3.2OZ,,,,,,,
S-33,,,,,,,
SM25,,,,,,,
SM30-02,,,,,,,
SS-32,,,,,,,
TDCDIAL,,,,,,,
003-313,,,,,,,
003-314,,,,,,,
003-315,,,,,,,
003-316,,,,,,,
006-530,,,,,,,
0118U,,,,,,,
0119M,,,,,,,
0119MP,,,,,,,
0119Y,,,,,,,
012-170,,,,,,,
025472,,,,,,,
04445,,,,,,,
1BCPN,,,,,,,
101,,,,,,,
102,,,,,,,
1104,,,,,,,
14118CJ,,,,,,,
14181,,,,,,,
142144,,,,,,,
155158,,,,,,,
18-9016P,,,,,,,
18-9031,,,,,,,
18-9811,,,,,,,
18-9817,,,,,,,
18-9818,,,,,,,
18-9824,,,,,,,
18-9838,,,,,,,
18-9846,,,,,,,
18-9850,,,,,,,
18-9864,,,,,,,
18-9869,,,,,,,
18-9874,,,,,,,
18-9886,,,,,,,
18-9887,,,,,,,
18-9888,,,,,,,
18-9889,,,,,,,
18-9890,,,,,,,
18-9891,,,,,,,
18616,,,,,,,
200763P,,,,,,,
242B,,,,,,,
242BB,,,,,,,
242BBP,,,,,,,
242BP,,,,,,,
25052,,,,,,,
25954,,,,,,,
262BP,,,,,,,
271B,,,,,,,
271BP,,,,,,,
27131,,,,,,,
36258,,,,,,,
420259,,,,,,,
44752,,,,,,,
45004PS,,,,,,,
450529,,,,,,,
450529-1,,,,,,,
45909,,,,,,,
531-0118,,,,,,,
531-0118M1,,,,,,,
531-0118T,,,,,,,
531-0118Y,,,,,,,
539938,,,,,,,
572RP,,,,,,,
63055,,,,,,,
656,,,,,,,
66BP,,,,,,,
680BP,,,,,,,
7115,,,,,,,
7150,,,,,,,
7158,,,,,,,
802870A1,,,,,,,
822608,,,,,,,
858052K01,,,,,,,
858087K01,,,,,,,
880118,,,,,,,
9-56003,,,,,,,
9-79813,,,,,,,
9-79816,,,,,,,
90330,,,,,,,
9250,,,,,,,
98252,,,,,,,
9831P,,,,,,,
990-115,,,,,,,
990-200,,,,,,,
991S,,,,,,,
9952,,,,,,,
999-204,,,,,,,
AGMHC27,,,,,,,
AGMHC31,,,,,,,
AGM24M,,,,,,,
AGM27M,,,,,,,
AGM31M,,,,,,,
BI-27024,,,,,,,
BLM66X11,,,,,,,
BLM66X25,,,,,,,
BL18-9125,,,,,,,
BPA1100,,,,,,,
BPA2000,,,,,,,
BPA500,,,,,,,
BSR1,,,,,,,
B501BT/L,,,,,,,
B501BT3,,,,,,,
B77,,,,,,,
C14X06,,,,,,,
C4X9,,,,,,,
FOB28,,,,,,,
HS6,,,,,,,
MS2,,,,,,,
NTM814,,,,,,,
PMCX14,,,,,,,
PMC5X15,,,,,,,
PMROT13,,,,,,,
PM66X21,,,,,,,
PM66X23,,,,,,,
PM66X25,,,,,,,
PM66X27,,,,,,,
PM66X29,,,,,,,
POHS-175AF,,,,,,,
POHS-300AF,,,,,,,
PR0-5762,,,,,,,
PTT150,,,,,,,
PTT200,,,,,,,
RETROFIT KIT BENNETT,,,,,,,
SDC24,,,,,,,
SDC27,,,,,,,
SDC31,,,,,,,
SOC3822-W7,,,,,,,
SS116BJ,,,,,,,
TFLANGE-3,,,,,,,
T83FCT,,,,,,,
VTX20,,,,,,,
VT30HL,,,,,,,
042216,,,,,,,
1MDBN,,,,,,,
1MDBY,,,,,,,
1MDGN,,,,,,,
1MDGY,,,,,,,
1MDRN,,,,,,,
1MDWN,,,,,,,
1MDWY,,,,,,,
157R,,,,,,,
173-3903,,,,,,,
173-3904,,,,,,,
18-8074,,,,,,,
2MDBY,,,,,,,
2MDGY,,,,,,,
2MDWY,,,,,,,
2MSBY,,,,,,,
2MSGY,,,,,,,
2MSWY,,,,,,,
24MAA,,,,,,,
256R,,,,,,,
259B,,,,,,,
27MAA,,,,,,,
3-3502,,,,,,,
3-3780,,,,,,,
3-3781,,,,,,,
3-4313,,,,,,,
3-4375,,,,,,,
3-5750,,,,,,,
3-5753,,,,,,,
3-5754,,,,,,,
3-5755,,,,,,,
3-5759,,,,,,,
3-5760,,,,,,,
30006-001D,,,,,,,
30072-001,,,,,,,
314-014,,,,,,,
350-DHK-38-25,,,,,,,
350-LTB-38,,,,,,,
350-NSH-025,,,,,,,
350-NSH-030,,,,,,,
350-NSH-037,,,,,,,
350-NSH-044,,,,,,,
350-TBK-800S,,,,,,,
350-TBK-800T,,,,,,,
350-3520H-R1,,,,,,,
375,,,,,,,
39519,,,,,,,
4-1,,,,,,,
4-8,,,,,,,
4-9,,,,,,,
50-HSTEER,,,,,,,
6K1-82570-00-00,,,,,,,
6213,,,,,,,
8493-1,,,,,,,
9-40545,,,,,,,
9-40546,,,,,,,
9-71100,,,,,,,
9-71101,,,,,,,
92688,,,,,,,
95-HSTEER,,,,,,,
BLS1091MHT,,,,,,,
BLS1099MHT,,,,,,,
BL1200R,,,,,,,
BL267374,,,,,,,
BL271101-2,,,,,,,
BL4066,,,,,,,
BL632PS,,,,,,,
BL660P4,,,,,,,
BL951SCDI,,,,,,,
BN40I,,,,,,,
B9ES,,,,,,,
D3051,,,,,,,
D3054,,,,,,,
EXVALVE,,,,,,,
F0D-U1481,,,,,,,
GP3-U149C,,,,,,,
PL-A5,,,,,,,
PL-A7,,,,,,,
PMC43B12,,,,,,,
PM619,,,,,,,
PM620,,,,,,,
PM628,,,,,,,
PWB1000,,,,,,,
PWK440,,,,,,,
PWK650,,,,,,,
PWP650,,,,,,,
PWY500,,,,,,,
PWY650,,,,,,,
SD-A55,,,,,,,
SD-A6,,,,,,,
SD-B52,,,,,,,
SD-B57,,,,,,,
SD-B6,,,,,,,
SD-F5,,,,,,,
S2030,,,,,,,
S2280,,,,,,,
S2390,,,,,,,
S2400,,,,,,,
S3030,,,,,,,
S4035,,,,,,,
S4090,,,,,,,
S4510,,,,,,,
S4703,,,,,,,
S6020.5,,,,,,,
S6020.6,,,,,,,
S6020.8,,,,,,,
S6812,,,,,,,
S7670,,,,,,,
S8215,,,,,,,
TS-A5,,,,,,,
TS-A55,,,,,,,
V4470,,,,,,,
V4474,,,,,,,
V4476,,,,,,,
V4478,,,,,,,
V4483,,,,,,,
V4486,,,,,,,
V4491,,,,,,,
V4493,,,,,,,
V4496,,,,,,,
V4500,,,,,,,
V4501,,,,,,,
V4503,,,,,,,
V4504,,,,,,,
V4506,,,,,,,
V4510,,,,,,,
V4520,,,,,,,
V4522,,,,,,,
V4524,,,,,,,
V7094,,,,,,,
V7096,,,,,,,
V7098,,,,,,,
V7110,,,,,,,
V7112,,,,,,,
V7118,,,,,,,
V7120,,,,,,,
V7170,,,,,,,
V7172,,,,,,,
V7174,,,,,,,
V7190,,,,,,,
V7192,,,,,,,
V7194,,,,,,,
V7202,,,,,,,
V7204,,,,,,,
V8021,,,,,,,
V8022,,,,,,,
V8023,,,,,,,
V8041,,,,,,,
V8042,,,,,,,
V8050,,,,,,,
V8052,,,,,,,
V8053,,,,,,,
V8054,,,,,,,
V8060,,,,,,,
V8062,,,,,,,
V8063,,,,,,,
V8066,,,,,,,
W5297,,,,,,,
W5324,,,,,,,
W5384,,,,,,,
W5450,,,,,,,
W5460,,,,,,,
W5494,,,,,,,
W5923,,,,,,,
W6249,,,,,,,
YM-A5,,,,,,,
YM-A55,,,,,,,
YM-B5,,,,,,,
YM-C6,,,,,,,
YM-F5,,,,,,,
003-1611,,,,,,,
003-1612,,,,,,,
003-215,,,,,,,
003-216,,,,,,,
003-251,,,,,,,
003-430,,,,,,,
003-431,,,,,,,
003-508,,,,,,,
003-604,,,,,,,
003-632,,,,,,,
003-640,,,,,,,
004-150,,,,,,,
004-166,,,,,,,
004-282,,,,,,,
006-336,,,,,,,
006-362,,,,,,,
006-516,,,,,,,
006-540,,,,,,,
006-541,,,,,,,
006-562,,,,,,,
006-585,,,,,,,
006-589,,,,,,,
006-602,,,,,,,
006-603,,,,,,,
006-664,,,,,,,
006-667,,,,,,,
006-690,,,,,,,
007-625,,,,,,,
007-6251,,,,,,,
007-626,,,,,,,
007-6411,,,,,,,
008-425,,,,,,,
008-587,,,,,,,
009-709,,,,,,,
009-710,,,,,,,
009-732,,,,,,,
009-776,,,,,,,
010-050,,,,,,,
010-2151,,,,,,,
010-442,,,,,,,
010-485,,,,,,,
010-492,,,,,,,
010-522,,,,,,,
010-539,,,,,,,
010-542,,,,,,,
010-808,,,,,,,
010-8084,,,,,,,
010-8085,,,,,,,
010-8086,,,,,,,
010-8087,,,,,,,
010-809,,,,,,,
010-8094,,,,,,,
010-8095,,,,,,,
010-8096,,,,,,,
010-8097,,,,,,,
010-8105,,,,,,,
010-8107,,,,,,,
010-815,,,,,,,
010-8151,,,,,,,
010-8170,,,,,,,
010-8177,,,,,,,
010-825,,,,,,,
010-829,,,,,,,
010-9150,,,,,,,
010-9157,,,,,,,
010-916,,,,,,,
010-9160,,,,,,,
010-9167,,,,,,,
010-9177,,,,,,,
010-925,,,,,,,
010-929,,,,,,,
011-126,,,,,,,
011-208,,,,,,,
01181,,,,,,,
01242,,,,,,,
01252,,,,,,,
01253,,,,,,,
01314,,,,,,,
01322,,,,,,,
01326,,,,,,,
01328,,,,,,,
01573,,,,,,,
02530,,,,,,,
02543,,,,,,,
02544,,,,,,,
06400,,,,,,,
08-709,,,,,,,
1B781940,,,,,,,
1046,,,,,,,
1046-1,,,,,,,
1081,,,,,,,
110024,,,,,,,
110045,,,,,,,
11416,,,,,,,
1200YCRN,,,,,,,
12002,,,,,,,
12022,,,,,,,
14100,,,,,,,
14220,,,,,,,
168-5501,,,,,,,
1914,,,,,,,
2037,,,,,,,
20372,,,,,,,
2090,,,,,,,
2096,,,,,,,
2098,,,,,,,
2100,,,,,,,
2101,,,,,,,
2103,,,,,,,
2107,,,,,,,
21524,,,,,,,
22010,,,,,,,
2270,,,,,,,
23002,,,,,,,
2369124,,,,,,,
267104,,,,,,,
267105,,,,,,,
267267,,,,,,,
267312,,,,,,,
270217,,,,,,,
270297,,,,,,,
270352,,,,,,,
271101,,,,,,,
271264,,,,,,,
271290,,,,,,,
271291,,,,,,,
271366,,,,,,,
271420,,,,,,,
271653,,,,,,,
271965,,,,,,,
2720001,,,,,,,
272009,,,,,,,
272021,,,,,,,
272024,,,,,,,
272024-1,,,,,,,
272055,,,,,,,
272065,,,,,,,
272073,,,,,,,
272096,,,,,,,
272124,,,,,,,
272127,,,,,,,
272160,,,,,,,
275098-1,,,,,,,
275139,,,,,,,
27550,,,,,,,
275501,,,,,,,
275633,,,,,,,
277000168,,,,,,,
277000526,,,,,,,
277001578,,,,,,,
277001580,,,,,,,
277052,,,,,,,
278000194,,,,,,,
278167,,,,,,,
278734-2,,,,,,,
278916,,,,,,,
287308,,,,,,,
290260,,,,,,,
290508,,,,,,,
290607,,,,,,,
290873,,,,,,,
2909335,,,,,,,
292019,,,,,,,
293024,,,,,,,
3.-16-F1SU228,,,,,,,
3-12-F0DU148,,,,,,,
3-12-390212,,,,,,,
3-41-000612,,,,,,,
3-41-1603757,,,,,,,
3-41-3724,,,,,,,
3-50-PM-608,,,,,,,
3-50-PM645,,,,,,,
3-53-7000388,,,,,,,
3-60-431680,,,,,,,
3-94-002347,,,,,,,
3-94-0333749,,,,,,,
3-94-6K881303,,,,,,,
3-94-6K885580,,,,,,,
3-94889720,,,,,,,
300853,,,,,,,
3110033,,,,,,,
312G,,,,,,,
3369124,,,,,,,
3711,,,,,,,
3744D,,,,,,,
40210,,,,,,,
4176,,,,,,,
420230-1,,,,,,,
420343,,,,,,,
420358,,,,,,,
420502,,,,,,,
420698,,,,,,,
420723-1,,,,,,,
420723F,,,,,,,
420735,,,,,,,
420745,,,,,,,
420810,,,,,,,
4470X,,,,,,,
4472X,,,,,,,
4474X,,,,,,,
4476X,,,,,,,
4481X,,,,,,,
4482X,,,,,,,
4491X,,,,,,,
4493X,,,,,,,
4503X,,,,,,,
4506X,,,,,,,
4513X,,,,,,,
4520X,,,,,,,
4522X,,,,,,,
45332-1,,,,,,,
458135,,,,,,,
508522,,,,,,,
51312R,,,,,,,
513121K,,,,,,,
513122,,,,,,,
513123,,,,,,,
513124,,,,,,,
513157,,,,,,,
5132301,,,,,,,
513456,,,,,,,
5307,,,,,,,
550KC,,,,,,,
5533,,,,,,,
57-1186,,,,,,,
580SCN,,,,,,,
6M644517,,,,,,,
6R744517,,,,,,,
6R751321,,,,,,,
6007,,,,,,,
62E455,,,,,,,
6207C4,,,,,,,
6207P,,,,,,,
6208C4,,,,,,,
624P8,,,,,,,
64T458,,,,,,,
640663,,,,,,,
641110P,,,,,,,
66V455,,,,,,,
67X44517,,,,,,,
68A44517,,,,,,,
68Y455,,,,,,,
709P8,,,,,,,
7092,,,,,,,
7095,,,,,,,
7098P,,,,,,,
7098RP,,,,,,,
7099,,,,,,,
7114PB,,,,,,,
7118X,,,,,,,
7190R,,,,,,,
7192X,,,,,,,
7200X,,,,,,,
7210X,,,,,,,
770664,,,,,,,
800328,,,,,,,
8020X,,,,,,,
8022X,,,,,,,
8023X,,,,,,,
8024X,,,,,,,
8026X,,,,,,,
8050R,,,,,,,
8051R,,,,,,,
8053X,,,,,,,
8410,,,,,,,
8411,,,,,,,
85-2005,,,,,,,
851-14,,,,,,,
85520,,,,,,,
85533,,,,,,,
85570-1,,,,,,,
85580,,,,,,,
9-15121,,,,,,,
900PC,,,,,,,
901058,,,,,,,
901059,,,,,,,
9042,,,,,,,
9043,,,,,,,
91450,,,,,,,
92049-1509,,,,,,,
92060,,,,,,,
920755,,,,,,,
92160,,,,,,,
9216038,,,,,,,
9216039,,,,,,,
921675,,,,,,,
93606,,,,,,,
951RR,,,,,,,
951SC,,,,,,,
951SCU,,,,,,,
BL18-7278,,,,,,,
BL21970,,,,,,,
BL30456,,,,,,,
BL30459,,,,,,,
BL50143,,,,,,,
BL63091,,,,,,,
BL64151-1,,,,,,,
BL77100-1,,,,,,,
FM183,,,,,,,
GHR4,,,,,,,
HP1075WIRE,,,,,,,
JV624,,,,,,,
MPK602,,,,,,,
MR44T,,,,,,,
PM075SD,,,,,,,
PT406NM,,,,,,,
RSV01,,,,,,,
RSV02,,,,,,,
R028021A,,,,,,,
R3M,,,,,,,
R99502A8,,,,,,,
TJ14RP15,,,,,,,
T1090M,,,,,,,
UJ344,,,,,,,
WP415M,,,,,,,
07219,,,,,,,
0981679,,,,,,,
110711,,,,,,,
12093,,,,,,,
14249,,,,,,,
15700,,,,,,,
1609,,,,,,,
16353,,,,,,,
16528,,,,,,,
16613,,,,,,,
16614,,,,,,,
16638,,,,,,,
17020,,,,,,,
17040,,,,,,,
17042,,,,,,,
17200,,,,,,,
17230,,,,,,,
17340,,,,,,,
17342,,,,,,,
17900,,,,,,,
17903,,,,,,,
17930,,,,,,,
17931,,,,,,,
17951,,,,,,,
17982,,,,,,,
17985,,,,,,,
17986,,,,,,,
17997,,,,,,,
18-0158,,,,,,,
18-0520,,,,,,,
18-0603,,,,,,,
18-0943,,,,,,,
18-1103,,,,,,,
18-1125,,,,,,,
18-1128,,,,,,,
18-1129,,,,,,,
18-1130,,,,,,,
18-1143,,,,,,,
18-1179,,,,,,,
18-1183,,,,,,,
18-1211,,,,,,,
18-15120,,,,,,,
18-1933,,,,,,,
18-1956,,,,,,,
18-2114,,,,,,,
18-2127,,,,,,,
18-2172,,,,,,,
18-2175,,,,,,,
18-2321,,,,,,,
18-2323,,,,,,,
18-2345,,,,,,,
18-2353,,,,,,,
18-2402,,,,,,,
18-2437,,,,,,,
18-2438,,,,,,,
18-2603,,,,,,,
18-2645,,,,,,,
18-26823,,,,,,,
18-28100,,,,,,,
18-2909,,,,,,,
18-3080,,,,,,,
18-31102,,,,,,,
18-3150,,,,,,,
18-3320,,,,,,,
18-3586,,,,,,,
18-5968,,,,,,,
18-6401,,,,,,,
18-7086,,,,,,,
18-70933,,,,,,,
18-70941,,,,,,,
18-70942,,,,,,,
18-70944,,,,,,,
18-7201,,,,,,,
18-7272,,,,,,,
18-7475,,,,,,,
18-75125,,,,,,,
18-7748,,,,,,,
18-7749,,,,,,,
18-8520,,,,,,,
18-8813,,,,,,,
19-1992-1,,,,,,,
19732,,,,,,,
2-43CAMRTS,,,,,,,
2-91-864252,,,,,,,
20-0097,,,,,,,
2051,,,,,,,
21100,,,,,,,
21214596,,,,,,,
21700445,,,,,,,
2204,,,,,,,
2209,,,,,,,
